       0   168.962
    5000   173.570
   10000   171.487
   15000   172.786
   20000   167.570
   25000   171.084
   30000   172.627
   35000   172.248
   40000   172.847
   45000   172.249
   50000   175.446
   55000   169.674
   60000   174.020
   65000   173.845
   70000   170.894
   75000   172.132
   80000   171.422
   85000   169.159
   90000   170.974
   95000   173.329
  100000   169.130
  105000   169.817
  110000   171.329
  115000   175.284
  120000   171.300
  125000   173.355
  130000   171.127
  135000   175.817
  140000   172.769
  145000   174.797
  150000   169.793
  155000   173.036
  160000   169.012
  165000   169.741
  170000   169.416
  175000   167.999
  180000   172.460
  185000   171.731
  190000   167.251
  195000   167.309
  200000   175.326
  205000   172.734
  210000   171.357
  215000   172.173
  220000   171.578
  225000   168.277
  230000   174.621
  235000   168.048
  240000   170.894
  245000   172.660
  250000   167.024
  255000   172.253
  260000   170.653
  265000   169.769
  270000   172.888
  275000   171.054
  280000   173.235
  285000   170.149
  290000   171.168
  295000   174.018
  300000   171.847
  305000   167.529
  310000   175.594
  315000   172.678
  320000   173.848
  325000   169.110
  330000   174.409
  335000   170.711
  340000   173.053
  345000   174.989
  350000   171.560
  355000   173.894
  360000   172.236
  365000   168.886
  370000   171.813
  375000   170.535
  380000   167.999
  385000   171.065
  390000   169.966
  395000   172.319
  400000   175.833
  405000   168.737
  410000   170.017
  415000   170.660
  420000   171.361
  425000   167.684
  430000   172.942
  435000   170.372
  440000   172.597
  445000   170.720
  450000   172.340
  455000   176.377
  460000   170.288
  465000   173.161
  470000   171.159
  475000   171.579
  480000   171.732
  485000   170.186
  490000   170.904
  495000   173.032
