       0   116.786
    5000   116.171
   10000   117.572
   15000   122.771
   20000   111.879
   25000   116.213
   30000   115.258
   35000   114.160
   40000   118.185
   45000   115.990
   50000   120.155
   55000   116.625
   60000   114.583
   65000   120.128
   70000   112.782
   75000   115.800
   80000   115.821
   85000   115.776
   90000   115.809
   95000   114.054
  100000   116.375
  105000   117.354
  110000   114.176
  115000   117.687
  120000   113.281
  125000   117.584
  130000   114.918
  135000   118.221
  140000   116.728
  145000   115.090
  150000   116.516
  155000   118.363
  160000   116.048
  165000   117.746
  170000   114.802
  175000   115.073
  180000   115.606
  185000   121.605
  190000   115.601
  195000   117.286
  200000   108.533
  205000   117.514
  210000   119.898
  215000   118.545
  220000   114.694
  225000   116.036
  230000   117.121
  235000   116.824
  240000   118.849
  245000   115.693
  250000   113.259
  255000   112.496
  260000   116.646
  265000   116.007
  270000   118.494
  275000   116.257
  280000   116.593
  285000   113.247
  290000   114.970
  295000   113.388
  300000   112.188
  305000   113.660
  310000   116.679
  315000   113.707
  320000   116.962
  325000   115.148
  330000   119.696
  335000   115.813
  340000   111.833
  345000   112.626
  350000   119.723
  355000   114.081
  360000   116.661
  365000   118.114
  370000   115.223
  375000   112.239
  380000   118.669
  385000   114.685
  390000   117.128
  395000   114.999
  400000   119.894
  405000   118.655
  410000   113.455
  415000   113.338
  420000   116.329
  425000   120.361
  430000   116.719
  435000   115.186
  440000   114.218
  445000   118.638
  450000   115.319
  455000   117.265
  460000   116.259
  465000   116.957
  470000   113.269
  475000   114.143
  480000   118.750
  485000   113.393
  490000   112.160
  495000   113.972
