       0    73.799
    5000    76.071
   10000    66.839
   15000    74.424
   20000    74.801
   25000    74.035
   30000    71.619
   35000    74.498
   40000    73.241
   45000    74.998
   50000    73.887
   55000    75.511
   60000    76.083
   65000    76.996
   70000    71.283
   75000    77.010
   80000    69.212
   85000    73.801
   90000    78.438
   95000    77.685
  100000    68.253
  105000    72.608
  110000    76.975
  115000    71.714
  120000    74.679
  125000    74.104
  130000    72.054
  135000    73.979
  140000    72.404
  145000    76.668
  150000    75.204
  155000    70.516
  160000    75.681
  165000    73.557
  170000    69.589
  175000    75.782
  180000    68.796
  185000    70.920
  190000    71.122
  195000    74.975
  200000    73.016
  205000    72.468
  210000    72.425
  215000    75.939
  220000    73.033
  225000    72.914
  230000    71.666
  235000    77.089
  240000    75.000
  245000    71.853
  250000    72.843
  255000    75.890
  260000    72.028
  265000    70.046
  270000    75.073
  275000    70.442
  280000    75.345
  285000    73.716
  290000    73.321
  295000    70.393
  300000    72.752
  305000    73.304
  310000    74.024
  315000    74.686
  320000    74.874
  325000    72.535
  330000    75.229
  335000    71.492
  340000    70.359
  345000    73.958
  350000    73.602
  355000    79.995
  360000    73.641
  365000    76.050
  370000    72.279
  375000    72.960
  380000    69.178
  385000    71.402
  390000    69.725
  395000    72.607
  400000    72.833
  405000    74.139
  410000    74.641
  415000    74.348
  420000    72.989
  425000    70.473
  430000    68.282
  435000    73.725
  440000    70.998
  445000    72.918
  450000    72.864
  455000    72.145
  460000    77.526
  465000    77.105
  470000    71.427
  475000    73.038
  480000    72.017
  485000    73.484
  490000    76.800
  495000    74.203
