       0     3.652
    5000     6.064
   10000     5.565
   15000     9.314
   20000     4.379
   25000     5.851
   30000     3.992
   35000     2.831
   40000     5.059
   45000     6.248
   50000     8.277
   55000     8.296
   60000     6.862
   65000     3.580
   70000     5.006
   75000     2.867
   80000     8.095
   85000     0.959
   90000     3.371
   95000     4.753
  100000     1.812
  105000     2.614
  110000     5.372
  115000    11.002
  120000     6.432
  125000     3.169
  130000     5.844
  135000     6.374
  140000     4.730
  145000     5.823
  150000     5.809
  155000     2.114
  160000     7.735
  165000     7.059
  170000     8.327
  175000     4.967
  180000     2.021
  185000     3.685
  190000     5.914
  195000     8.980
  200000     3.262
  205000     2.449
  210000     5.703
  215000     8.640
  220000     3.883
  225000     6.331
  230000     1.755
  235000     3.398
  240000     4.748
  245000     7.834
  250000     1.522
  255000     8.100
  260000    10.182
  265000     5.350
  270000     5.550
  275000     6.914
  280000     1.313
  285000     3.917
  290000     7.410
  295000     4.616
  300000    10.139
  305000    10.497
  310000     5.155
  315000     7.746
  320000     4.657
  325000     8.276
  330000     6.054
  335000     2.690
  340000     4.081
  345000     3.203
  350000     1.393
  355000     3.643
  360000     7.883
  365000     5.637
  370000     8.059
  375000     2.121
  380000     3.683
  385000     7.459
  390000     8.273
  395000     5.833
  400000     6.377
  405000     6.540
  410000     5.530
  415000     6.748
  420000     5.371
  425000     6.987
  430000     3.171
  435000     7.162
  440000     1.905
  445000     7.330
  450000     9.587
  455000     9.135
  460000     9.405
  465000     6.110
  470000     6.294
  475000     8.759
  480000     6.574
  485000     6.863
  490000     7.339
  495000     6.722
