       0   145.048
    5000   147.029
   10000   144.979
   15000   141.261
   20000   145.316
   25000   145.884
   30000   143.362
   35000   145.820
   40000   143.911
   45000   149.819
   50000   147.985
   55000   141.812
   60000   144.204
   65000   147.293
   70000   145.476
   75000   143.902
   80000   149.150
   85000   147.940
   90000   146.462
   95000   145.855
  100000   142.135
  105000   150.595
  110000   143.630
  115000   146.980
  120000   139.282
  125000   145.135
  130000   149.227
  135000   145.570
  140000   146.597
  145000   143.375
  150000   148.683
  155000   145.033
  160000   144.061
  165000   145.467
  170000   148.197
  175000   147.952
  180000   143.607
  185000   143.316
  190000   148.532
  195000   142.385
  200000   149.395
  205000   146.438
  210000   147.395
  215000   147.552
  220000   147.876
  225000   142.022
  230000   147.911
  235000   150.261
  240000   147.311
  245000   144.683
  250000   146.662
  255000   147.195
  260000   148.973
  265000   152.734
  270000   147.100
  275000   145.758
  280000   149.617
  285000   144.411
  290000   147.106
  295000   145.125
  300000   143.428
  305000   149.106
  310000   144.554
  315000   148.259
  320000   149.333
  325000   147.299
  330000   144.736
  335000   148.286
  340000   146.078
  345000   148.373
  350000   147.287
  355000   145.884
  360000   143.841
  365000   146.813
  370000   145.548
  375000   142.477
  380000   147.327
  385000   147.522
  390000   142.279
  395000   144.821
  400000   145.019
  405000   143.674
  410000   146.674
  415000   143.503
  420000   142.173
  425000   148.518
  430000   145.619
  435000   151.768
  440000   143.265
  445000   146.925
  450000   140.793
  455000   142.262
  460000   145.282
  465000   148.764
  470000   151.043
  475000   146.248
  480000   147.267
  485000   146.810
  490000   146.792
  495000   146.856
